probed_at,model_label,model_id,tool,api,condition,trial,strict,reasoning_effort_param,verdict,note,arguments,reasoning_tokens,latency_ms,error,error_status
2026-07-18T21:48:51.467111+00:00,gpt-5.6-luna,gpt-5.6-luna,plot-point,responses,responses_default,3,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,920,,
2026-07-18T21:48:53.043231+00:00,gpt-5.6-luna,gpt-5.6-luna,plot-point,responses,responses_default,4,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,936,,
2026-07-18T21:48:54.589607+00:00,gpt-5.5,gpt-5.5,get-enum-selections,responses,responses_default,0,False,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",162,4077,,
2026-07-18T21:48:59.309555+00:00,gpt-5.5,gpt-5.5,get-enum-selections,responses,responses_default,1,False,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",111,3250,,
2026-07-18T21:49:03.238235+00:00,gpt-5.5,gpt-5.5,get-enum-selections,responses,responses_default,2,False,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",165,4156,,
2026-07-18T21:49:08.138046+00:00,gpt-5.5,gpt-5.5,get-enum-selections,responses,responses_default,3,False,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",86,3829,,
2026-07-18T21:49:12.610871+00:00,gpt-5.5,gpt-5.5,get-enum-selections,responses,responses_default,4,False,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",133,4110,,
2026-07-18T21:49:17.400051+00:00,gpt-5.5,gpt-5.5,lookup-record,responses,responses_default,0,False,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,984,,
2026-07-18T21:49:18.984502+00:00,gpt-5.5,gpt-5.5,lookup-record,responses,responses_default,1,False,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,2327,,
2026-07-18T21:49:21.904015+00:00,gpt-5.5,gpt-5.5,lookup-record,responses,responses_default,2,False,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,907,,
2026-07-18T21:49:23.447475+00:00,gpt-5.5,gpt-5.5,lookup-record,responses,responses_default,3,False,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,2328,,
2026-07-18T21:49:26.376719+00:00,gpt-5.5,gpt-5.5,lookup-record,responses,responses_default,4,False,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,1233,,
2026-07-18T21:49:28.209326+00:00,gpt-5.5,gpt-5.5,create-payment,responses,responses_default,0,False,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1342,,
2026-07-18T21:49:30.162535+00:00,gpt-5.5,gpt-5.5,create-payment,responses,responses_default,1,False,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,2733,,
2026-07-18T21:49:33.330201+00:00,gpt-5.5,gpt-5.5,create-payment,responses,responses_default,2,False,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,2483,,
2026-07-18T21:49:36.479786+00:00,gpt-5.5,gpt-5.5,create-payment,responses,responses_default,3,False,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1313,,
2026-07-18T21:49:38.401290+00:00,gpt-5.5,gpt-5.5,create-payment,responses,responses_default,4,False,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1140,,
2026-07-18T21:49:40.128330+00:00,gpt-5.5,gpt-5.5,create-shipment,responses,responses_default,0,False,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1391,,
2026-07-18T21:49:42.152361+00:00,gpt-5.5,gpt-5.5,create-shipment,responses,responses_default,1,False,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1546,,
2026-07-18T21:49:44.296174+00:00,gpt-5.5,gpt-5.5,create-shipment,responses,responses_default,2,False,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1141,,
2026-07-18T21:49:46.023605+00:00,gpt-5.5,gpt-5.5,create-shipment,responses,responses_default,3,False,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1139,,
2026-07-18T21:49:47.779149+00:00,gpt-5.5,gpt-5.5,create-shipment,responses,responses_default,4,False,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,2170,,
2026-07-18T21:49:50.541193+00:00,gpt-5.5,gpt-5.5,register-address,responses,responses_default,0,False,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1078,,
2026-07-18T21:49:52.270279+00:00,gpt-5.5,gpt-5.5,register-address,responses,responses_default,1,False,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1218,,
2026-07-18T21:49:54.112590+00:00,gpt-5.5,gpt-5.5,register-address,responses,responses_default,2,False,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1406,,
2026-07-18T21:49:56.123393+00:00,gpt-5.5,gpt-5.5,register-address,responses,responses_default,3,False,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1170,,
2026-07-18T21:49:57.912575+00:00,gpt-5.5,gpt-5.5,register-address,responses,responses_default,4,False,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1015,,
2026-07-18T21:49:59.589827+00:00,gpt-5.5,gpt-5.5,plot-point,responses,responses_default,0,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1031,,
2026-07-18T21:50:01.263559+00:00,gpt-5.5,gpt-5.5,plot-point,responses,responses_default,1,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1391,,
2026-07-18T21:50:03.473342+00:00,gpt-5.5,gpt-5.5,plot-point,responses,responses_default,2,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1047,,
2026-07-18T21:50:05.385867+00:00,gpt-5.5,gpt-5.5,plot-point,responses,responses_default,3,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1202,,
2026-07-18T21:50:07.565029+00:00,gpt-5.5,gpt-5.5,plot-point,responses,responses_default,4,False,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1079,,
2026-07-18T21:50:09.606904+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,responses,responses_omitted,0,,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-5""}",0,2358,,
2026-07-18T21:50:13.034051+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,responses,responses_omitted,1,,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",159,6422,,
2026-07-18T21:50:20.201937+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,responses,responses_strict,0,True,,rejected,,,,281,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:50:21.391874+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,responses,responses_strict,1,True,,rejected,,,,202,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:50:22.446735+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,responses,responses_omitted,0,,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,1328,,
2026-07-18T21:50:24.629264+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,responses,responses_omitted,1,,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,2046,,
2026-07-18T21:50:27.545510+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,responses,responses_strict,0,True,,rejected,,,,281,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:50:28.630678+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,responses,responses_strict,1,True,,rejected,,,,233,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:50:29.671228+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,responses,responses_omitted,0,,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1421,,
2026-07-18T21:50:32.051730+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,responses,responses_omitted,1,,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1467,,
2026-07-18T21:50:34.329863+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,responses,responses_strict,0,True,,rejected,,,,203,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:50:35.395720+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,responses,responses_strict,1,True,,rejected,,,,202,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:50:36.422759+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,responses,responses_omitted,0,,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1656,,
2026-07-18T21:50:38.849926+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,responses,responses_omitted,1,,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1687,,
2026-07-18T21:50:41.377665+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,responses,responses_strict,0,True,,rejected,,,,219,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:50:42.521917+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,responses,responses_strict,1,True,,rejected,,,,187,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:50:43.505635+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,responses,responses_omitted,0,,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1047,,
2026-07-18T21:50:45.363942+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,responses,responses_omitted,1,,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,1094,,
2026-07-18T21:50:47.264725+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,responses,responses_strict,0,True,,rejected,,,,250,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:50:48.307842+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,responses,responses_strict,1,True,,rejected,,,,172,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:50:49.352396+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,responses,responses_omitted,0,,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1265,,
2026-07-18T21:50:51.505709+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,responses,responses_omitted,1,,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1141,,
2026-07-18T21:50:53.426559+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,responses,responses_strict,0,True,,rejected,,,,264,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:50:54.541189+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,responses,responses_strict,1,True,,rejected,,,,266,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:50:55.512715+00:00,gpt-5.6-terra,gpt-5.6-terra,get-enum-selections,responses,responses_omitted,0,,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",0,1125,,
2026-07-18T21:50:57.474429+00:00,gpt-5.6-terra,gpt-5.6-terra,get-enum-selections,responses,responses_omitted,1,,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",54,1702,,
2026-07-18T21:50:59.972471+00:00,gpt-5.6-terra,gpt-5.6-terra,get-enum-selections,responses,responses_strict,0,True,,rejected,,,,218,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:00.943626+00:00,gpt-5.6-terra,gpt-5.6-terra,get-enum-selections,responses,responses_strict,1,True,,rejected,,,,265,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:02.009199+00:00,gpt-5.6-terra,gpt-5.6-terra,lookup-record,responses,responses_omitted,0,,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",25,969,,
2026-07-18T21:51:03.755693+00:00,gpt-5.6-terra,gpt-5.6-terra,lookup-record,responses,responses_omitted,1,,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",0,968,,
2026-07-18T21:51:05.568899+00:00,gpt-5.6-terra,gpt-5.6-terra,lookup-record,responses,responses_strict,0,True,,rejected,,,,202,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:51:06.708983+00:00,gpt-5.6-terra,gpt-5.6-terra,lookup-record,responses,responses_strict,1,True,,rejected,,,,202,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:51:07.669504+00:00,gpt-5.6-terra,gpt-5.6-terra,create-payment,responses,responses_omitted,0,,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,905,,
2026-07-18T21:51:09.404817+00:00,gpt-5.6-terra,gpt-5.6-terra,create-payment,responses,responses_omitted,1,,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1108,,
2026-07-18T21:51:11.334784+00:00,gpt-5.6-terra,gpt-5.6-terra,create-payment,responses,responses_strict,0,True,,rejected,,,,281,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:12.449651+00:00,gpt-5.6-terra,gpt-5.6-terra,create-payment,responses,responses_strict,1,True,,rejected,,,,218,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:13.548094+00:00,gpt-5.6-terra,gpt-5.6-terra,create-shipment,responses,responses_omitted,0,,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1219,,
2026-07-18T21:51:15.635011+00:00,gpt-5.6-terra,gpt-5.6-terra,create-shipment,responses,responses_omitted,1,,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,1061,,
2026-07-18T21:51:17.537379+00:00,gpt-5.6-terra,gpt-5.6-terra,create-shipment,responses,responses_strict,0,True,,rejected,,,,219,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:51:18.629781+00:00,gpt-5.6-terra,gpt-5.6-terra,create-shipment,responses,responses_strict,1,True,,rejected,,,,233,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:51:19.681243+00:00,gpt-5.6-terra,gpt-5.6-terra,register-address,responses,responses_omitted,0,,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",17,952,,
2026-07-18T21:51:21.413184+00:00,gpt-5.6-terra,gpt-5.6-terra,register-address,responses,responses_omitted,1,,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",16,1047,,
2026-07-18T21:51:23.215574+00:00,gpt-5.6-terra,gpt-5.6-terra,register-address,responses,responses_strict,0,True,,rejected,,,,234,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:51:24.358883+00:00,gpt-5.6-terra,gpt-5.6-terra,register-address,responses,responses_strict,1,True,,rejected,,,,202,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:51:25.423182+00:00,gpt-5.6-terra,gpt-5.6-terra,plot-point,responses,responses_omitted,0,,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,983,,
2026-07-18T21:51:27.280527+00:00,gpt-5.6-terra,gpt-5.6-terra,plot-point,responses,responses_omitted,1,,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",11,1218,,
2026-07-18T21:51:29.562099+00:00,gpt-5.6-terra,gpt-5.6-terra,plot-point,responses,responses_strict,0,True,,rejected,,,,313,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:31.214881+00:00,gpt-5.6-terra,gpt-5.6-terra,plot-point,responses,responses_strict,1,True,,rejected,,,,186,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:32.427094+00:00,gpt-5.6-luna,gpt-5.6-luna,get-enum-selections,responses,responses_omitted,0,,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-2""}",0,1061,,
2026-07-18T21:51:34.301800+00:00,gpt-5.6-luna,gpt-5.6-luna,get-enum-selections,responses,responses_omitted,1,,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",0,3000,,
2026-07-18T21:51:38.126387+00:00,gpt-5.6-luna,gpt-5.6-luna,get-enum-selections,responses,responses_strict,0,True,,rejected,,,,1030,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:39.776390+00:00,gpt-5.6-luna,gpt-5.6-luna,get-enum-selections,responses,responses_strict,1,True,,rejected,,,,203,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:40.648643+00:00,gpt-5.6-luna,gpt-5.6-luna,lookup-record,responses,responses_omitted,0,,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",29,1061,,
2026-07-18T21:51:42.457124+00:00,gpt-5.6-luna,gpt-5.6-luna,lookup-record,responses,responses_omitted,1,,,honored,exactly one identifier (id),"{""id"": ""REC-4417""}",23,1125,,
2026-07-18T21:51:44.592997+00:00,gpt-5.6-luna,gpt-5.6-luna,lookup-record,responses,responses_strict,0,True,,rejected,,,,218,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:51:45.434140+00:00,gpt-5.6-luna,gpt-5.6-luna,lookup-record,responses,responses_strict,1,True,,rejected,,,,280,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:51:46.420256+00:00,gpt-5.6-luna,gpt-5.6-luna,create-payment,responses,responses_omitted,0,,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1108,,
2026-07-18T21:51:48.203787+00:00,gpt-5.6-luna,gpt-5.6-luna,create-payment,responses,responses_omitted,1,,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",0,1094,,
2026-07-18T21:51:50.014105+00:00,gpt-5.6-luna,gpt-5.6-luna,create-payment,responses,responses_strict,0,True,,rejected,,,,266,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:50.925014+00:00,gpt-5.6-luna,gpt-5.6-luna,create-payment,responses,responses_strict,1,True,,rejected,,,,156,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:51:51.718941+00:00,gpt-5.6-luna,gpt-5.6-luna,create-shipment,responses,responses_omitted,0,,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,829,,
2026-07-18T21:51:53.237195+00:00,gpt-5.6-luna,gpt-5.6-luna,create-shipment,responses,responses_omitted,1,,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",0,858,,
2026-07-18T21:51:54.785331+00:00,gpt-5.6-luna,gpt-5.6-luna,create-shipment,responses,responses_strict,0,True,,rejected,,,,282,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:51:55.743634+00:00,gpt-5.6-luna,gpt-5.6-luna,create-shipment,responses,responses_strict,1,True,,rejected,,,,312,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:51:56.871519+00:00,gpt-5.6-luna,gpt-5.6-luna,register-address,responses,responses_omitted,0,,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,829,,
2026-07-18T21:51:58.485010+00:00,gpt-5.6-luna,gpt-5.6-luna,register-address,responses,responses_omitted,1,,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",0,843,,
2026-07-18T21:52:00.070897+00:00,gpt-5.6-luna,gpt-5.6-luna,register-address,responses,responses_strict,0,True,,rejected,,,,202,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:52:00.957140+00:00,gpt-5.6-luna,gpt-5.6-luna,register-address,responses,responses_strict,1,True,,rejected,,,,171,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:52:01.797617+00:00,gpt-5.6-luna,gpt-5.6-luna,plot-point,responses,responses_omitted,0,,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1172,,
2026-07-18T21:52:03.725510+00:00,gpt-5.6-luna,gpt-5.6-luna,plot-point,responses,responses_omitted,1,,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",0,1157,,
2026-07-18T21:52:05.556806+00:00,gpt-5.6-luna,gpt-5.6-luna,plot-point,responses,responses_strict,0,True,,rejected,,,,218,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:52:06.425533+00:00,gpt-5.6-luna,gpt-5.6-luna,plot-point,responses,responses_strict,1,True,,rejected,,,,172,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
