probed_at,model_label,model_id,tool,condition,condition_kind,trial,strict,reasoning_effort,verdict,note,arguments,error,error_status
2026-07-18T21:44:58.393198+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,7,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-4"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:45:00.584376+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,8,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:45:02.769765+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,9,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-5"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:45:03.831355+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,verbatim,verbatim,0,True,none,rejected,,,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:45:04.919917+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,verbatim,verbatim,1,True,none,rejected,,,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:45:05.957776+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,envelope,envelope,0,True,none,rejected,,,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:45:06.876658+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,envelope,envelope,1,True,none,rejected,,,"Invalid schema for function 'lookup-record': In context=(), 'oneOf' is not permitted.",400
2026-07-18T21:45:09.355865+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,0,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:10.842930+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,1,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:12.668751+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,2,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:15.384714+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,3,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:17.030262+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,4,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:19.457873+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,5,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:21.445701+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,6,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:24.859805+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,7,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:28.129525+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,8,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:30.072947+00:00,gpt-5.6-sol,gpt-5.6-sol,lookup-record,nested_union,repair-nested,9,True,none,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:45:31.339744+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,verbatim,verbatim,0,True,none,rejected,,,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:45:32.597777+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,verbatim,verbatim,1,True,none,rejected,,,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:45:33.580266+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,envelope,envelope,0,True,none,rejected,,,"Invalid schema for function 'create-payment': In context=('properties', 'method'), 'oneOf' is not permitted.",400
2026-07-18T21:45:34.519507+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,envelope,envelope,1,True,none,rejected,,,"Invalid schema for function 'create-payment': In context=('properties', 'method'), 'oneOf' is not permitted.",400
2026-07-18T21:45:37.329607+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,0,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:39.605081+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,1,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:41.806996+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,2,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:45.301011+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,3,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:49.530382+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,4,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:52.307170+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,5,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:54.587012+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,6,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:56.609843+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,7,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:45:58.545768+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,8,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:46:00.554187+00:00,gpt-5.6-sol,gpt-5.6-sol,create-payment,anyof_typed_consts,repair-equivalent,9,True,none,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:46:01.583573+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,verbatim,verbatim,0,True,none,rejected,,,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:46:03.043091+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,verbatim,verbatim,1,True,none,rejected,,,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:46:06.392464+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,0,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:08.790419+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,1,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:11.086963+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,2,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:13.816506+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,3,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:16.553549+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,4,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:19.232933+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,5,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:22.058456+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,6,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:25.134754+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,7,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:27.282507+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,8,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:30.149000+00:00,gpt-5.6-sol,gpt-5.6-sol,create-shipment,envelope,envelope,9,True,none,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:46:32.400637+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,verbatim,verbatim,0,True,none,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:46:33.575318+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,verbatim,verbatim,1,True,none,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:46:34.639679+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,envelope,envelope,0,True,none,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:46:36.018595+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,envelope,envelope,1,True,none,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:46:38.784937+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,0,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:40.780532+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,1,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:42.709248+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,2,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:44.666488+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,3,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:46.758233+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,4,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:50.245464+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,5,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:52.268579+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,6,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:54.369991+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,7,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:46:58.896347+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,8,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:47:00.866351+00:00,gpt-5.6-sol,gpt-5.6-sol,register-address,nested_anyof_conditional,repair-nested,9,True,none,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:47:01.715861+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,verbatim,verbatim,0,True,none,rejected,,,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:47:02.697695+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,verbatim,verbatim,1,True,none,rejected,,,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:47:03.720092+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,envelope,envelope,0,True,none,rejected,,,"Invalid schema for function 'plot-point': In context=('properties', 'coordinates'), array schema items is not an object.",400
2026-07-18T21:47:04.986944+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,envelope,envelope,1,True,none,rejected,,,"Invalid schema for function 'plot-point': In context=('properties', 'coordinates'), array schema items is not an object.",400
2026-07-18T21:47:06.691574+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,0,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:08.550599+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,1,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:10.717134+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,2,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:12.284455+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,3,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:14.297525+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,4,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:16.136696+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,5,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:17.800884+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,6,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:19.506194+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,7,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:21.145601+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,8,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:22.780323+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,minmax_items_tuple,repair-approximation,9,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:24.584527+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,0,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:26.353191+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,1,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:28.098085+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,2,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:30.444918+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,3,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:32.378185+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,4,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:34.133173+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,5,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:36.069788+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,6,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:37.977922+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,7,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:39.703682+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,8,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:47:41.409900+00:00,gpt-5.6-sol,gpt-5.6-sol,plot-point,prefixitems_with_items,tolerated,9,True,none,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
