probed_at,model_label,model_id,tool,condition,condition_kind,trial,strict,verdict,note,arguments,error,error_status
2026-07-19T02:10:08.685518+00:00,claude-sonnet-5,claude-sonnet-5,create-shipment,envelope_strict,envelope,6,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:10:11.901594+00:00,claude-sonnet-5,claude-sonnet-5,create-shipment,envelope_strict,envelope,7,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:10:16.731860+00:00,claude-sonnet-5,claude-sonnet-5,create-shipment,envelope_strict,envelope,8,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:10:20.687619+00:00,claude-sonnet-5,claude-sonnet-5,create-shipment,envelope_strict,envelope,9,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:10:22.636975+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,0,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:24.800709+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,1,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:26.836613+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,2,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:28.916679+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,3,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:30.963921+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,4,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:33.159775+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,5,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:35.375192+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,6,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:37.989216+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,7,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:40.480158+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,8,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:42.698770+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_nonstrict,verbatim-nonstrict,9,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:10:43.877761+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:10:45.002768+00:00,claude-sonnet-5,claude-sonnet-5,register-address,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:10:46.115709+00:00,claude-sonnet-5,claude-sonnet-5,register-address,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom: For 'object' type, property 'if' is not supported",400
2026-07-19T02:10:47.257845+00:00,claude-sonnet-5,claude-sonnet-5,register-address,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom: For 'object' type, property 'if' is not supported",400
2026-07-19T02:10:52.209519+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,0,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:10:55.311868+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,1,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:00.829615+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,2,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:03.703967+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,3,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:07.070725+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,4,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:10.451145+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,5,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:13.538650+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,6,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:17.021399+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,7,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:20.004579+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,8,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:22.972776+00:00,claude-sonnet-5,claude-sonnet-5,register-address,nested_anyof_conditional,repair-nested,9,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:11:25.197777+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,0,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:27.495195+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,1,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:29.615258+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,2,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:31.906831+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,3,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:34.318863+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,4,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:36.498667+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,5,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:39.278034+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,6,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:41.982989+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,7,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:44.202501+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,8,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:46.634418+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,9,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:11:47.691140+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:11:48.788547+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:11:49.917219+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom: For 'array' type, 'minItems' values other than 0 or 1 are not supported (got: [2, 5])",400
2026-07-19T02:11:50.940878+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom: For 'array' type, 'minItems' values other than 0 or 1 are not supported (got: [2, 5])",400
2026-07-19T02:12:00.769286+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,0,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:04.306690+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,1,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:07.411068+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,2,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:10.553482+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,3,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:13.507639+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,4,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:16.674487+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,5,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:20.701927+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,6,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:25.893115+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,7,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:29.157285+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,8,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:33.257655+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,items_only_lossy,repair-approximation,9,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:12:34.277322+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,prefixitems_with_items,tolerated-check,0,True,rejected,,,"tools.0.custom: For 'array' type, property 'prefixItems' is not supported",400
2026-07-19T02:12:35.348034+00:00,claude-sonnet-5,claude-sonnet-5,plot-point,prefixitems_with_items,tolerated-check,1,True,rejected,,,"tools.0.custom: For 'array' type, property 'prefixItems' is not supported",400
2026-07-19T02:12:37.178478+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,0,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:39.029695+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,1,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:40.906351+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,2,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:42.826284+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,3,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:44.743383+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,4,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:46.791549+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,5,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:49.034605+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,6,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:51.077925+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,7,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:53.407563+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,8,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:55.547563+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_nonstrict,verbatim-nonstrict,9,,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:12:56.604884+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:12:57.655640+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:12:58.626480+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom: For 'array' type, property 'maxItems' is not supported",400
2026-07-19T02:12:59.548670+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom: For 'array' type, property 'maxItems' is not supported",400
2026-07-19T02:13:01.786335+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,0,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:04.786175+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,1,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:08.985838+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,2,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:11.781668+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,3,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:13.770773+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,4,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:15.945700+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,5,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:18.159347+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,6,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:20.172365+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,7,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:22.288783+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,8,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:24.348043+00:00,claude-haiku-4.5,claude-haiku-4-5,get-enum-selections,anyof_no_constraints,repair-approximation,9,True,honored,all 5 supplied selection(s) are enum members,"{""untitledSingleSelectEnum"": ""Chandler"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""titledSingleSelectEnum"": ""hero-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""legacyTitledEnum"": ""pet-3""}",,
2026-07-19T02:13:25.426978+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,verbatim_nonstrict,verbatim-nonstrict,0,,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-19T02:13:26.483916+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,verbatim_nonstrict,verbatim-nonstrict,1,,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-19T02:13:27.706757+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-19T02:13:28.683701+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-19T02:13:29.710744+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-19T02:13:30.686970+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-19T02:13:32.956875+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,0,,invalid,fails validation against the variant schema,"{""query"": ""{\""name\"": \""Acme Corp\""}""}",,
2026-07-19T02:13:34.561310+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,1,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:35.975865+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,2,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:37.438852+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,3,,invalid,fails validation against the variant schema,"{""query"": ""{\""name\"": \""Acme Corp\""}""}",,
2026-07-19T02:13:38.991200+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,4,,invalid,fails validation against the variant schema,"{""query"": ""{\""name\"": \""Acme Corp\""}""}",,
2026-07-19T02:13:40.480601+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,5,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:42.019873+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,6,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:43.682516+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,7,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:45.260040+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,8,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:46.836163+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_oneof_nonstrict,escape-nonstrict,9,,invalid,fails validation against the variant schema,"{""query"": ""{\""id\"": \""REC-4417\""}""}",,
2026-07-19T02:13:48.703214+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,0,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:13:50.598727+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,1,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:13:52.339907+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,2,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:13:55.042233+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,3,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:13:56.650905+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,4,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:13:58.326610+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,5,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:14:01.443581+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,6,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
